Name,Elements,Times,AbsFreq_mean,AbsFreq_std,AbsFreq_sum,V,V_err,beta,beta_err,R^2,pcorr^2,model,xW_V,xW_V_err,xW_beta,xW_beta_err,xW_R^2,xW_pcorr^2,xW_model,xW_V_stan,xW_V_err_stan,xW_beta_stan,xW_beta_err_stan
diets_h_pl_8_pre,80,3,21034.0,913.283636117,63102,0.132121251196,0.0303480114787,0.77071723046,0.027897629744,0.907278638627,0.902992420285,LLR,0.0900488049005,0.0179389324659,0.715587254503,0.0322958210398,0.841847477897,0.894316147634,xWboot,,,,
diets_h_pl_9_pre,97,3,24420.6666667,5545.4469913,73262,0.15666264471,0.0331140038601,0.794908920076,0.0263182749921,0.905684979,0.902740062206,LLR,0.112578810253,0.0209589727495,0.745213944605,0.0307447763844,0.843190056016,0.895642886486,xWboot,,,,
diets_h_pl_5_pre,82,4,21489.25,4822.03555738,85957,0.405425134279,0.0605813234875,0.870406722584,0.0181383914132,0.966425359654,0.885504299572,LLR,0.288561179899,0.0581373193622,0.816515161394,0.0325526236282,0.904249543315,0.877867098305,xWboot,,,,
diets_an_1_diet,129,4,60833.75,19407.4273132,243335,0.360864422693,0.043927958799,0.872466610529,0.0131306534812,0.972038389016,0.896311129469,LLR,0.259127468086,0.0449384791744,0.827661097602,0.0243088460361,0.919210817828,0.889660863301,xWboot,,,,
diets_an_2_diet,106,4,91420.0,4664.81568053,365680,0.428372467114,0.0591877585504,0.898141849543,0.0150032045488,0.971797519472,0.885753634332,LLR,0.320803377695,0.0571319469313,0.856439805112,0.0249639467174,0.923865274885,0.879800483562,xWboot,,,,
diets_an_4_diet,125,4,62917.75,22481.6233752,251671,0.260796216969,0.0363004606025,0.853582659746,0.0150059947815,0.963378145706,0.89242307619,LLR,0.194693703327,0.0323837824179,0.813928005552,0.0232520669719,0.918411856687,0.886650094055,xWboot,,,,
diets_an_5_diet,117,5,67108.0,14045.0279459,335540,0.316732104979,0.0448323526087,0.863941691311,0.014736402614,0.967624334958,0.890901511797,LLR,0.23412939209,0.0372065292522,0.823484229895,0.0216705134121,0.923338817843,0.88491900321,xWboot,,,,
diets_an_6_diet,126,5,82675.4,41830.1623867,413377,0.435072061514,0.0485806023675,0.893938074588,0.0124831792163,0.976390815868,0.886322728977,LLR,0.338142739161,0.0565138171249,0.855493899152,0.0237303559778,0.931495204908,0.882500328047,xWboot,,,,
diets_an_8_diet,165,5,79447.4,8295.16834067,397237,0.432311976486,0.0466614753735,0.896078639781,0.0111217483289,0.97550535585,0.914930844729,LLR,0.298133481494,0.0504697594969,0.847300517291,0.0216221624614,0.921329512502,0.910261521437,xWboot,,,,
diets_an_9_diet,111,4,69294.75,30300.792084,277179,0.172239601054,0.0263620477764,0.820291656909,0.016622926016,0.95715623343,0.887055495049,LLR,0.134434994092,0.0204242220521,0.785427647975,0.0222749025041,0.916260264238,0.880726537734,xWboot,,,,
diets_an_10_diet,109,5,72808.6,7661.90878959,364043,0.327991990095,0.0438369829516,0.869665281465,0.0143558779697,0.971669280593,0.889234261804,LLR,0.249573819364,0.0424321927401,0.830251096912,0.0239949855805,0.927995174361,0.883689030758,xWboot,,,,
diets_pl_1_diet,71,4,22780.0,7565.42067568,91120,0.310532884855,0.0621308207609,0.854774036418,0.0253827831052,0.942644781313,0.883848085448,LLR,0.230194436565,0.04787574354,0.805336946576,0.0351372088031,0.884881372038,0.877539851548,xWboot,,,,
diets_pl_2_diet,71,4,25403.25,24928.3107113,101613,0.13271756947,0.0237527030617,0.752040813361,0.0217449618323,0.945458622489,0.886731663428,LLR,0.0967679787056,0.0170363873979,0.705300189279,0.0295767302122,0.891156416419,0.877136853256,xWboot,,,,
diets_pl_3_diet,80,3,22920.3333333,5948.83436762,68761,0.0480011321328,0.00854813755699,0.680734194502,0.0214056276218,0.928397320038,0.898986419701,LLR,0.0370698900487,0.00587498523016,0.642978013536,0.0263481233558,0.881582703826,0.891233942165,xWboot,,,,
diets_pl_4_diet,106,5,20847.4,10588.8240282,104237,0.164933113143,0.0241416812343,0.770377203726,0.0170912366793,0.951304050236,0.900358662114,LLR,0.116918588852,0.019564099183,0.721833425473,0.0261741774801,0.89410880011,0.891130590284,xWboot,,,,
diets_pl_5_diet,69,3,19282.3333333,10537.0905535,57847,0.244428952219,0.0633776255835,0.830841141078,0.0323725277399,0.907674405515,0.884479330864,LLR,0.173426185998,0.0388553695953,0.778064887873,0.0369937366764,0.844256909109,0.876862659663,xWboot,,,,
diets_pl_6_diet,107,5,23954.6,5295.33703366,119773,0.15359571545,0.0207525416556,0.792285066854,0.0164954415516,0.95646646101,0.89709672294,LLR,0.12282304393,0.0192565739433,0.75683361485,0.0251688561117,0.914747508931,0.892403350326,xWboot,,,,
diets_pl_7_diet,69,3,19269.0,6910.40758566,57807,0.288735687651,0.0559920286323,0.839389888453,0.0239630874187,0.948222270284,0.908346565478,LLR,0.186749211545,0.0457951687337,0.773934899841,0.0400631018314,0.870835570482,0.899140472556,xWboot,,,,
diets_pl_8_diet,73,5,21985.4,4009.12332063,109927,0.15382582225,0.0229549350013,0.770545708637,0.017239886913,0.96567875691,0.878296441593,LLR,0.12025504887,0.0203334309316,0.734329129756,0.0278889257401,0.920822579371,0.869235998351,xWboot,,,,
diets_pl_9_diet,89,4,14484.0,7477.81024097,57936,0.254534296047,0.0334702614587,0.820226988378,0.0160235984332,0.967864447808,0.889042094111,LLR,0.186785896854,0.0333146103098,0.771016343986,0.0295537752618,0.907643060177,0.881406392512,xWboot,,,,
diets_pl_10_diet,84,5,26528.4,14177.7543109,132642,0.117474498451,0.0173889571381,0.764912688973,0.0176497878611,0.958167803655,0.874683231746,LLR,0.0974786374004,0.0148436666473,0.735721356028,0.0253985186514,0.922960437097,0.867967494114,xWboot,,,,
